Age,Occupation,City_Tier,penghasilan_bulanan,pengeluaran_tetap,pengeluaran_variabel,total_pengeluaran,punya_tabungan,jumlah_tabungan_bulan,punya_investasi,jenis_investasi,tujuan_keuangan,toleransi_rugi,tanggungan_keluarga,dti_ratio,saving_rate,disposable_ratio,expense_ratio,ceamis_score,SAVEHABIT,SELFCONTROL_1,SCFHORIZON,FINGOALS,toleransi_rugi_enc,tujuan_keuangan_enc,inv_deposito,inv_deposito_obligasi,inv_saham_obligasi,inv_saham_reksa_dana,inv_tidak_ada,occ_Professional,occ_Retired,occ_Self_Employed,occ_Student,risk_label,risk_label_enc
46,Self_Employed,Tier_2,3109495.0,1126063.0,969038.0,2095101.0,1,0.5,0,tidak_ada,darurat,sedang,4,0.0,0.0562,0.3262,0.6738,0.5012,3,2,2,0,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
20,Student,Tier_3,3099064.0,826549.0,1072044.0,1898593.0,1,0.57,0,tidak_ada,darurat,sedang,0,0.0,0.0583,0.3874,0.6126,0.5173,5,4,3,0,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
33,Self_Employed,Tier_1,12787735.0,5136298.0,4109955.0,9246253.0,1,1.12,1,saham_obligasi,bebas_finansial,sedang,0,0.0,0.135,0.2769,0.7231,0.5165,6,1,5,0,1,3,False,False,True,False,False,False,False,True,False,Moderat,1
61,Professional,Tier_2,1282176.0,471070.0,368296.0,839366.0,1,0.73,0,tidak_ada,darurat,sedang,0,0.0641,0.0793,0.3454,0.6546,0.4885,3,1,3,0,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
52,Self_Employed,Tier_2,1709271.0,601248.0,545230.0,1146478.0,1,0.6,0,tidak_ada,darurat,sedang,4,0.0,0.0668,0.3293,0.6707,0.5057,3,1,2,0,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
28,Retired,Tier_1,5699840.0,2284334.0,1647551.0,3931885.0,1,0.65,0,tidak_ada,pensiun,sedang,0,0.0,0.0753,0.3102,0.6898,0.5039,5,2,1,0,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
60,Self_Employed,Tier_1,7312411.0,3885372.0,2351414.0,6236786.0,1,0.35,0,tidak_ada,pensiun,sedang,3,0.0578,0.05,0.1471,0.8529,0.4312,2,1,4,1,1,1,False,False,False,False,True,False,False,True,False,Konservatif,0
40,Professional,Tier_1,8522700.0,3935592.0,2944509.0,6880101.0,1,0.87,1,saham_reksa_dana,beli_aset,sedang,2,0.0,0.1166,0.1927,0.8073,0.489,5,2,2,1,1,2,False,False,False,True,False,True,False,False,False,Konservatif,0
47,Professional,Tier_1,4542633.0,1737225.0,1438795.0,3176020.0,1,0.62,0,tidak_ada,bebas_finansial,sedang,0,0.0,0.0723,0.3008,0.6992,0.5005,4,2,1,1,1,3,False,False,False,False,True,True,False,False,False,Konservatif,0
22,Retired,Tier_3,43782808.0,15108016.0,13621389.0,28729405.0,1,2.19,1,deposito_obligasi,darurat,tinggi,4,0.0524,0.2396,0.3438,0.6562,0.5489,3,3,2,0,2,0,False,True,False,False,False,False,True,False,False,Agresif,2
25,Self_Employed,Tier_3,4819313.0,2471096.0,1460215.0,3931311.0,1,0.66,0,tidak_ada,darurat,sedang,4,0.1564,0.0895,0.1843,0.8157,0.4148,2,2,3,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
60,Professional,Tier_3,4808170.0,1696750.0,1482284.0,3179034.0,1,0.74,0,tidak_ada,pensiun,sedang,0,0.1082,0.082,0.3388,0.6612,0.4701,5,2,5,1,1,1,False,False,False,False,True,True,False,False,False,Konservatif,0
60,Self_Employed,Tier_2,3056762.0,1194238.0,1159621.0,2353859.0,1,0.61,0,tidak_ada,darurat,sedang,4,0.0,0.0786,0.2299,0.77,0.485,5,1,1,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
27,Self_Employed,Tier_2,6385763.0,2618270.0,2270974.0,4889244.0,1,0.5,0,tidak_ada,darurat,sedang,1,0.0,0.0636,0.2344,0.7656,0.4809,6,4,2,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
45,Professional,Tier_3,9458506.0,3081565.0,2929399.0,6010964.0,1,1.19,1,saham_reksa_dana,beli_aset,sedang,4,0.0,0.126,0.3645,0.6355,0.5352,5,2,3,1,1,2,False,False,False,True,False,True,False,False,False,Moderat,1
53,Student,Tier_3,15147083.0,4610565.0,4933068.0,9543633.0,1,1.43,1,saham_obligasi,darurat,sedang,2,0.0,0.15,0.3699,0.6301,0.545,6,3,5,1,1,0,False,False,True,False,False,False,False,False,True,Moderat,1
27,Self_Employed,Tier_1,1756842.0,1177863.0,569668.0,1747531.0,1,0.03,0,tidak_ada,darurat,rendah,1,0.1883,0.0053,0.0053,0.9947,0.3279,5,1,5,1,0,0,False,False,False,False,True,False,False,True,False,Konservatif,0
31,Retired,Tier_1,4750022.0,2171543.0,1580805.0,3752348.0,1,0.68,0,tidak_ada,pensiun,sedang,3,0.0,0.0896,0.21,0.79,0.4839,5,1,2,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
55,Student,Tier_3,8267303.0,3715561.0,2666397.0,6381958.0,1,1.1,1,deposito,darurat,sedang,1,0.144,0.1412,0.228,0.772,0.4488,6,2,5,1,1,0,True,False,False,False,False,False,False,False,True,Konservatif,0
54,Student,Tier_2,9249704.0,4823872.0,2918205.0,7742077.0,1,0.74,1,deposito,darurat,sedang,2,0.171,0.1026,0.163,0.837,0.4083,3,2,4,0,1,0,True,False,False,False,False,False,False,False,True,Konservatif,0
64,Self_Employed,Tier_3,5813509.0,2471845.0,1798253.0,4270098.0,1,0.44,0,tidak_ada,pensiun,sedang,1,0.0924,0.0535,0.2655,0.7345,0.4481,6,2,2,1,1,1,False,False,False,False,True,False,False,True,False,Konservatif,0
22,Retired,Tier_2,8925253.0,2834514.0,2938330.0,5772844.0,1,1.13,1,deposito_obligasi,darurat,tinggi,0,0.0,0.1218,0.3532,0.6468,0.5309,4,1,3,1,2,0,False,True,False,False,False,False,True,False,False,Agresif,2
23,Self_Employed,Tier_2,3027613.0,1074431.0,977889.0,2052320.0,1,0.78,0,tidak_ada,darurat,sedang,4,0.0,0.0882,0.3221,0.6779,0.5114,5,3,2,1,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
47,Professional,Tier_2,20111059.0,5682917.0,6374625.0,12057542.0,1,1.92,1,saham_obligasi,bebas_finansial,sedang,0,0.0,0.1922,0.4005,0.5995,0.5674,5,1,5,1,1,3,False,False,True,False,False,True,False,False,False,Moderat,1
36,Professional,Tier_2,12794917.0,4841961.0,3976505.0,8818466.0,1,1.1,1,saham_obligasi,bebas_finansial,tinggi,0,0.0819,0.1261,0.3108,0.6892,0.4891,5,1,5,0,2,3,False,False,True,False,False,True,False,False,False,Konservatif,0
31,Student,Tier_2,1971911.0,600034.0,574446.0,1174480.0,1,0.93,0,tidak_ada,darurat,sedang,0,0.0,0.0927,0.4044,0.5956,0.5335,6,2,2,0,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
28,Retired,Tier_2,2447001.0,930601.0,734858.0,1665459.0,1,0.5,0,tidak_ada,darurat,sedang,1,0.0,0.0571,0.3194,0.6806,0.4998,5,1,2,1,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
63,Retired,Tier_1,2502795.0,1186252.0,838872.0,2025124.0,1,0.42,0,tidak_ada,darurat,sedang,3,0.0,0.0563,0.1909,0.8091,0.4674,6,1,2,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
22,Student,Tier_2,9947502.0,3549841.0,2881375.0,6431216.0,1,1.14,1,deposito,darurat,tinggi,4,0.0,0.1227,0.3535,0.6465,0.5313,2,3,4,1,2,0,True,False,False,False,False,False,False,False,True,Agresif,2
62,Self_Employed,Tier_2,2069203.0,940787.0,657050.0,1597837.0,1,0.74,0,tidak_ada,darurat,sedang,1,0.1166,0.0952,0.2278,0.7722,0.4436,4,1,5,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
48,Self_Employed,Tier_2,4437655.0,1409710.0,1428116.0,2837826.0,1,0.71,0,tidak_ada,darurat,sedang,0,0.0,0.0759,0.3605,0.6395,0.5167,3,2,3,1,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
61,Professional,Tier_1,8320389.0,3926885.0,2255125.0,6182010.0,1,1.14,1,saham_reksa_dana,pensiun,sedang,2,0.0,0.1408,0.257,0.743,0.5135,4,2,2,1,1,1,False,False,False,True,False,True,False,False,False,Moderat,1
49,Self_Employed,Tier_3,5484976.0,1879737.0,1648396.0,3528133.0,1,0.73,0,tidak_ada,beli_aset,sedang,2,0.0,0.0785,0.3568,0.6432,0.5167,5,2,3,0,1,2,False,False,False,False,True,False,False,True,False,Moderat,1
41,Self_Employed,Tier_2,7113935.0,2107918.0,2440663.0,4548581.0,1,0.53,0,tidak_ada,darurat,sedang,0,0.0,0.0561,0.3606,0.6394,0.5098,2,1,3,1,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
27,Retired,Tier_1,2465275.0,1156602.0,912476.0,2069078.0,1,0.37,0,tidak_ada,darurat,sedang,3,0.0,0.052,0.1607,0.8393,0.4584,3,3,1,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
30,Student,Tier_1,9307579.0,4162426.0,3152588.0,7315014.0,1,0.95,1,deposito,darurat,sedang,4,0.0,0.1248,0.2141,0.7859,0.4972,6,3,4,0,1,0,True,False,False,False,False,False,False,False,True,Konservatif,0
64,Self_Employed,Tier_2,3540882.0,1241160.0,1165872.0,2407032.0,1,0.66,0,tidak_ada,pensiun,sedang,1,0.0,0.0745,0.3202,0.6798,0.5061,4,1,3,1,1,1,False,False,False,False,True,False,False,True,False,Konservatif,0
30,Student,Tier_2,4460450.0,1511547.0,1459217.0,2970764.0,1,0.7,0,tidak_ada,darurat,sedang,3,0.0,0.0782,0.334,0.666,0.5109,2,3,2,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
53,Retired,Tier_2,6994547.0,2586461.0,2332031.0,4918492.0,1,0.72,0,tidak_ada,pensiun,sedang,2,0.0,0.0844,0.2968,0.7032,0.5037,4,1,1,0,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
39,Student,Tier_3,6280239.0,1550394.0,1623703.0,3174097.0,1,1.02,0,tidak_ada,darurat,sedang,0,0.0,0.0858,0.4946,0.5054,0.5537,4,2,3,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
26,Professional,Tier_2,5895147.0,2192687.0,1783985.0,3976672.0,1,0.58,0,tidak_ada,darurat,sedang,1,0.0,0.0654,0.3254,0.6746,0.5042,2,3,5,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
36,Professional,Tier_2,3172259.0,1230820.0,927667.0,2158487.0,1,0.52,0,tidak_ada,darurat,sedang,3,0.0,0.0589,0.3196,0.6804,0.5005,4,2,1,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
24,Student,Tier_2,4550813.0,2507851.0,1521049.0,4028900.0,1,0.36,0,tidak_ada,darurat,sedang,3,0.1741,0.0528,0.1147,0.8853,0.3775,5,2,3,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
32,Self_Employed,Tier_1,5793244.0,2737670.0,2076006.0,4813676.0,1,0.4,0,tidak_ada,beli_aset,sedang,3,0.0,0.0547,0.1691,0.8309,0.4614,6,2,3,0,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
34,Self_Employed,Tier_2,1924906.0,969421.0,623804.0,1593225.0,1,0.65,0,tidak_ada,darurat,sedang,1,0.1219,0.0896,0.1723,0.8277,0.4257,5,2,2,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
63,Self_Employed,Tier_3,3994503.0,1186841.0,1187460.0,2374301.0,1,0.8,0,tidak_ada,pensiun,sedang,4,0.0,0.079,0.4056,0.5944,0.529,2,2,2,1,1,1,False,False,False,False,True,False,False,True,False,Moderat,1
31,Retired,Tier_2,7886003.0,4188015.0,2698430.0,6886445.0,1,0.87,1,deposito_obligasi,pensiun,sedang,1,0.1326,0.1268,0.1268,0.8732,0.423,5,2,2,1,1,1,False,True,False,False,False,False,True,False,False,Konservatif,0
58,Student,Tier_2,2081307.0,870839.0,729880.0,1600719.0,1,0.71,0,tidak_ada,darurat,sedang,0,0.1038,0.0915,0.2309,0.7691,0.4482,4,2,4,0,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
19,Professional,Tier_3,14588168.0,6931221.0,4822247.0,11753468.0,1,0.77,1,saham_obligasi,darurat,sedang,1,0.1389,0.1033,0.1943,0.8057,0.4292,5,1,3,1,1,0,False,False,True,False,False,True,False,False,False,Konservatif,0
31,Self_Employed,Tier_1,15968789.0,8031853.0,5936086.0,13967939.0,1,0.7,1,saham_obligasi,bebas_finansial,sedang,3,0.0,0.1018,0.1253,0.8747,0.467,5,2,3,1,1,3,False,False,True,False,False,False,False,True,False,Konservatif,0
21,Student,Tier_2,2135765.0,1041725.0,656875.0,1698600.0,1,0.49,0,tidak_ada,darurat,sedang,4,0.1258,0.0653,0.2047,0.7953,0.4237,6,3,1,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
20,Retired,Tier_2,17133596.0,5912361.0,5611774.0,11524135.0,1,1.06,1,deposito_obligasi,darurat,tinggi,4,0.0,0.1194,0.3274,0.6726,0.5236,5,3,1,0,2,0,False,True,False,False,False,False,True,False,False,Agresif,2
20,Professional,Tier_2,5155583.0,1460770.0,1585736.0,3046506.0,1,0.52,0,tidak_ada,darurat,sedang,0,0.0,0.0516,0.4091,0.5909,0.5203,6,2,5,1,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
28,Retired,Tier_2,8082952.0,2308324.0,2644557.0,4952881.0,1,0.98,1,deposito_obligasi,pensiun,tinggi,0,0.0,0.1003,0.3872,0.6128,0.5319,3,1,1,1,2,1,False,True,False,False,False,False,True,False,False,Agresif,2
22,Self_Employed,Tier_1,3886949.0,2226115.0,1302834.0,3528949.0,1,0.61,0,tidak_ada,darurat,rendah,2,0.1194,0.0921,0.0921,0.9079,0.4075,4,2,2,1,0,0,False,False,False,False,True,False,False,True,False,Konservatif,0
46,Student,Tier_2,12102129.0,5600913.0,3780082.0,9380995.0,1,0.93,1,saham_obligasi,darurat,sedang,2,0.1323,0.1206,0.2248,0.7752,0.4455,6,2,3,0,1,0,False,False,True,False,False,False,False,False,True,Konservatif,0
45,Student,Tier_2,8003034.0,3828436.0,2519681.0,6348117.0,1,1.02,1,deposito,darurat,sedang,2,0.1128,0.1348,0.2068,0.7932,0.4538,2,2,3,1,1,0,True,False,False,False,False,False,False,False,True,Konservatif,0
40,Retired,Tier_2,3015070.0,1601765.0,982405.0,2584170.0,1,0.64,0,tidak_ada,darurat,sedang,1,0.1681,0.0914,0.1429,0.8571,0.4005,4,2,1,1,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
47,Professional,Tier_1,2276829.0,1265859.0,690191.0,1956050.0,1,0.62,0,tidak_ada,darurat,sedang,4,0.0602,0.089,0.1409,0.8591,0.4423,5,2,1,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
40,Professional,Tier_3,1798051.0,444136.0,513278.0,957414.0,1,0.81,0,tidak_ada,darurat,sedang,0,0.0,0.0721,0.4675,0.5325,0.5421,6,2,3,0,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
58,Retired,Tier_3,6721416.0,2105897.0,1913911.0,4019808.0,1,0.66,0,tidak_ada,pensiun,sedang,2,0.0,0.0653,0.4019,0.5981,0.5233,4,2,4,0,1,1,False,False,False,False,True,False,True,False,False,Moderat,1
39,Self_Employed,Tier_1,9142397.0,3616180.0,2978296.0,6594476.0,1,1.15,1,deposito,darurat,sedang,0,0.0,0.1385,0.2787,0.7213,0.5182,3,1,3,1,1,0,True,False,False,False,False,False,False,True,False,Moderat,1
60,Professional,Tier_3,9734907.0,3461956.0,3186977.0,6648933.0,1,1.0,1,saham_reksa_dana,pensiun,sedang,2,0.0,0.114,0.317,0.683,0.5192,3,2,4,1,1,1,False,False,False,True,False,True,False,False,False,Moderat,1
29,Student,Tier_1,5262260.0,2409048.0,2023771.0,4432819.0,1,0.4,0,tidak_ada,darurat,sedang,1,0.0,0.0567,0.1576,0.8424,0.4592,3,2,1,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
44,Retired,Tier_2,2291825.0,914843.0,759562.0,1674405.0,1,0.76,0,tidak_ada,darurat,sedang,1,0.0,0.0929,0.2694,0.7306,0.4999,2,2,3,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
57,Self_Employed,Tier_2,3351090.0,1211905.0,1040626.0,2252531.0,1,0.78,0,tidak_ada,darurat,sedang,3,0.0,0.087,0.3278,0.6722,0.5124,2,3,3,1,1,0,False,False,False,False,True,False,False,True,False,Moderat,1
63,Student,Tier_2,14538850.0,5510451.0,4949333.0,10459784.0,1,1.2,1,saham_obligasi,darurat,sedang,0,0.1031,0.1435,0.2806,0.7194,0.4791,6,3,2,1,1,0,False,False,True,False,False,False,False,False,True,Konservatif,0
32,Student,Tier_2,3924514.0,1472146.0,1112268.0,2584414.0,1,0.79,0,tidak_ada,darurat,sedang,3,0.0,0.0865,0.3415,0.6585,0.5157,2,3,5,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
64,Student,Tier_2,6486218.0,2268380.0,2183271.0,4451651.0,1,0.76,0,tidak_ada,darurat,sedang,1,0.0,0.0871,0.3137,0.6863,0.5089,4,2,3,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
40,Student,Tier_2,2445929.0,1234066.0,828801.0,2062867.0,1,0.47,0,tidak_ada,darurat,sedang,1,0.163,0.0656,0.1566,0.8434,0.3969,4,1,1,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
61,Self_Employed,Tier_2,7570143.0,2949564.0,2528078.0,5477642.0,1,0.65,0,tidak_ada,pensiun,sedang,0,0.1048,0.0781,0.2764,0.7236,0.4545,4,2,3,0,1,1,False,False,False,False,True,False,False,True,False,Konservatif,0
58,Student,Tier_2,4010026.0,1994400.0,1209367.0,3203767.0,1,0.53,0,tidak_ada,darurat,sedang,3,0.1204,0.0712,0.2011,0.7989,0.427,4,1,1,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
61,Retired,Tier_3,13360675.0,4133089.0,4553495.0,8686584.0,1,1.26,1,deposito_obligasi,pensiun,sedang,3,0.0,0.1369,0.3498,0.6502,0.5354,6,1,3,1,1,1,False,True,False,False,False,False,True,False,False,Moderat,1
36,Retired,Tier_2,10738030.0,4099234.0,3833700.0,7932934.0,1,0.89,0,tidak_ada,pensiun,sedang,3,0.0,0.1102,0.2612,0.7388,0.5039,4,2,5,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
61,Retired,Tier_2,3889889.0,1597617.0,1373993.0,2971610.0,1,0.46,0,tidak_ada,pensiun,sedang,0,0.1088,0.0591,0.2361,0.7639,0.4362,4,2,4,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
28,Professional,Tier_2,5225833.0,1603558.0,1725814.0,3329372.0,1,0.68,0,tidak_ada,darurat,sedang,0,0.0,0.0724,0.3629,0.6371,0.5161,1,3,4,1,1,0,False,False,False,False,True,True,False,False,False,Moderat,1
55,Retired,Tier_1,3721223.0,1911779.0,1159902.0,3071681.0,1,0.69,0,tidak_ada,pensiun,sedang,0,0.1025,0.0947,0.1746,0.8254,0.4358,6,3,4,0,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
57,Retired,Tier_1,1857811.0,908848.0,570679.0,1479527.0,1,0.46,0,tidak_ada,darurat,sedang,4,0.0,0.0616,0.2036,0.7964,0.4725,1,2,1,1,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
60,Student,Tier_3,2912441.0,944988.0,887946.0,1832934.0,1,0.95,0,tidak_ada,darurat,sedang,1,0.0,0.0992,0.3707,0.6293,0.5274,5,3,1,0,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
20,Student,Tier_1,6776897.0,4081126.0,2014979.0,6096105.0,1,0.6,0,tidak_ada,darurat,sedang,4,0.1325,0.0892,0.1005,0.8995,0.4033,4,2,1,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
33,Self_Employed,Tier_1,7501876.0,4188037.0,2616304.0,6804341.0,1,0.62,0,tidak_ada,beli_aset,rendah,4,0.0745,0.093,0.093,0.907,0.426,2,1,1,0,0,2,False,False,False,False,True,False,False,True,False,Konservatif,0
49,Self_Employed,Tier_2,6512893.0,3143686.0,1842834.0,4986520.0,1,0.41,0,tidak_ada,beli_aset,sedang,1,0.1154,0.0518,0.2344,0.7656,0.4306,4,1,4,1,1,2,False,False,False,False,True,False,False,True,False,Konservatif,0
55,Retired,Tier_3,4542870.0,2182816.0,1544415.0,3727231.0,1,0.55,0,tidak_ada,pensiun,sedang,2,0.1632,0.0758,0.1795,0.8205,0.4061,1,2,4,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
26,Retired,Tier_3,12199547.0,3729831.0,3983321.0,7713152.0,1,1.29,1,deposito_obligasi,pensiun,tinggi,2,0.0,0.1355,0.3678,0.6322,0.5394,5,3,3,0,2,1,False,True,False,False,False,False,True,False,False,Agresif,2
58,Self_Employed,Tier_3,6084710.0,2121575.0,2036634.0,4158209.0,1,0.63,0,tidak_ada,pensiun,sedang,2,0.0514,0.0718,0.3166,0.6834,0.4837,5,2,3,1,1,1,False,False,False,False,True,False,False,True,False,Konservatif,0
55,Professional,Tier_3,10150760.0,3978768.0,3127447.0,7106215.0,1,1.01,0,tidak_ada,pensiun,sedang,0,0.1404,0.1174,0.2999,0.7001,0.4599,6,2,3,1,1,1,False,False,False,False,True,True,False,False,False,Konservatif,0
22,Retired,Tier_1,1399235.0,528322.0,421161.0,949483.0,1,0.55,0,tidak_ada,darurat,sedang,0,0.0,0.0616,0.3214,0.6786,0.5019,3,3,1,0,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
18,Retired,Tier_2,250831.0,139892.0,86758.0,226650.0,1,0.52,0,tidak_ada,darurat,rendah,3,0.1973,0.0778,0.0964,0.9036,0.3724,4,1,3,0,0,0,False,False,False,False,True,False,True,False,False,Konservatif,0
52,Student,Tier_3,7257068.0,2315811.0,2309092.0,4624903.0,1,0.9,0,tidak_ada,darurat,sedang,3,0.0,0.0953,0.3627,0.6373,0.524,4,1,3,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
52,Student,Tier_2,1849903.0,632449.0,557620.0,1190069.0,1,0.84,0,tidak_ada,darurat,sedang,4,0.0,0.09,0.3567,0.6433,0.5207,3,1,2,1,1,0,False,False,False,False,True,False,False,False,True,Moderat,1
29,Retired,Tier_3,4879214.0,2172525.0,1445269.0,3617794.0,1,0.69,0,tidak_ada,pensiun,sedang,3,0.1104,0.085,0.2585,0.7415,0.4502,4,3,3,1,1,1,False,False,False,False,True,False,True,False,False,Konservatif,0
53,Professional,Tier_1,4541548.0,1684057.0,1353835.0,3037892.0,1,0.73,0,tidak_ada,pensiun,sedang,0,0.0,0.0809,0.3311,0.6689,0.5111,3,2,3,1,1,1,False,False,False,False,True,True,False,False,False,Moderat,1
38,Professional,Tier_2,20591245.0,10985398.0,6148116.0,17133514.0,1,1.21,1,saham_obligasi,bebas_finansial,sedang,4,0.1309,0.1679,0.1679,0.8321,0.4484,4,2,3,1,1,3,False,False,True,False,False,True,False,False,False,Konservatif,0
60,Self_Employed,Tier_3,7964090.0,2598318.0,2466796.0,5065114.0,1,1.07,0,tidak_ada,pensiun,sedang,3,0.0,0.1132,0.364,0.636,0.5306,4,2,2,0,1,1,False,False,False,False,True,False,False,True,False,Moderat,1
25,Professional,Tier_1,6603717.0,3051677.0,2055371.0,5107048.0,1,0.57,0,tidak_ada,darurat,sedang,3,0.0,0.0736,0.2266,0.7734,0.4824,3,2,2,1,1,0,False,False,False,False,True,True,False,False,False,Konservatif,0
44,Professional,Tier_3,11297014.0,3579969.0,3593755.0,7173724.0,1,1.33,1,saham_obligasi,bebas_finansial,tinggi,2,0.0,0.1403,0.365,0.635,0.5404,4,2,4,0,2,3,False,False,True,False,False,True,False,False,False,Agresif,2
26,Self_Employed,Tier_1,7765909.0,3636821.0,2740364.0,6377185.0,1,0.94,0,tidak_ada,darurat,sedang,0,0.071,0.1287,0.1788,0.8212,0.4613,5,1,3,0,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
45,Professional,Tier_1,4010051.0,2532233.0,1398982.0,3931215.0,1,0.12,0,tidak_ada,beli_aset,rendah,4,0.156,0.0197,0.0197,0.9803,0.3494,3,3,3,0,0,2,False,False,False,False,True,True,False,False,False,Konservatif,0
47,Self_Employed,Tier_2,13627996.0,5127615.0,4180882.0,9308497.0,1,1.27,1,saham_obligasi,bebas_finansial,sedang,1,0.0,0.1447,0.317,0.683,0.5299,5,1,5,1,1,3,False,False,True,False,False,False,False,True,False,Moderat,1
31,Student,Tier_1,2380107.0,1148908.0,794066.0,1942974.0,1,0.52,0,tidak_ada,darurat,sedang,3,0.0,0.0703,0.1837,0.8163,0.4705,4,3,2,1,1,0,False,False,False,False,True,False,False,False,True,Konservatif,0
40,Self_Employed,Tier_1,7489809.0,2966821.0,2238248.0,5205069.0,1,0.68,0,tidak_ada,darurat,sedang,0,0.0,0.0789,0.305,0.695,0.5039,4,2,1,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
46,Retired,Tier_1,1676804.0,1004714.0,519676.0,1524390.0,1,0.47,0,tidak_ada,darurat,rendah,4,0.1127,0.0716,0.0909,0.9091,0.4027,2,1,4,0,0,0,False,False,False,False,True,False,True,False,False,Konservatif,0
43,Professional,Tier_2,6808015.0,3338916.0,2072563.0,5411479.0,1,0.67,0,tidak_ada,bebas_finansial,sedang,0,0.1654,0.0891,0.2051,0.7949,0.4163,6,2,5,1,1,3,False,False,False,False,True,True,False,False,False,Konservatif,0
39,Professional,Tier_2,6748614.0,2528365.0,2321954.0,4850319.0,1,0.54,0,tidak_ada,bebas_finansial,sedang,0,0.0689,0.0646,0.2813,0.7187,0.4654,6,1,3,1,1,3,False,False,False,False,True,True,False,False,False,Konservatif,0
32,Self_Employed,Tier_3,22111757.0,8675304.0,6448924.0,15124228.0,1,2.12,1,saham_obligasi,bebas_finansial,tinggi,4,0.0613,0.2412,0.316,0.684,0.5389,6,2,5,1,2,3,False,False,True,False,False,False,False,True,False,Agresif,2
26,Retired,Tier_3,1653619.0,497411.0,574481.0,1071892.0,1,0.58,0,tidak_ada,darurat,sedang,2,0.0,0.0628,0.3518,0.6482,0.5099,3,2,1,1,1,0,False,False,False,False,True,False,True,False,False,Moderat,1
43,Professional,Tier_2,3575967.0,1299232.0,1062199.0,2361431.0,1,0.63,0,tidak_ada,beli_aset,sedang,2,0.0,0.0689,0.3396,0.6604,0.509,4,3,3,0,1,2,False,False,False,False,True,True,False,False,False,Moderat,1
34,Student,Tier_2,11168434.0,3995563.0,3518761.0,7514324.0,1,1.0,0,tidak_ada,darurat,tinggi,3,0.0,0.1119,0.3272,0.6728,0.521,3,2,4,1,2,0,False,False,False,False,True,False,False,False,True,Moderat,1
26,Self_Employed,Tier_1,7562481.0,3511422.0,2694269.0,6205691.0,1,0.43,0,tidak_ada,darurat,sedang,2,0.0,0.0583,0.1794,0.8206,0.4653,4,1,2,1,1,0,False,False,False,False,True,False,False,True,False,Konservatif,0
20,Retired,Tier_2,6680478.0,2715520.0,2329520.0,5045040.0,1,0.45,0,tidak_ada,darurat,sedang,3,0.0,0.0569,0.2448,0.7552,0.4811,5,2,1,1,1,0,False,False,False,False,True,False,True,False,False,Konservatif,0
